deck,card name,category,secondary categories,label,modifier,salt,color,cmc,rarity,types,price,card text,art
the-nobles,Life Insurance,Ramp,,default,Normal,0.31,"White,Black",5,rare,Enchantment,0.49,"Extort (Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.) Whenever a nontoken creature dies, you lose 1 life and create a Treasure token.",images/card_art/Life_Insurance/Life_Insurance_dsc_224_60e1921e.png
the-nobles,Blood Artist,Drain,,default,Normal,0.56,Black,2,uncommon,Creature,3.99,"Whenever this creature or another creature dies, target player loses 1 life and you gain 1 life.",images/card_art/Blood_Artist/Blood_Artist_2x2_70_693dd112.png
the-nobles,Exquisite Blood,Lifegain,,default,Normal,1.59,Black,5,rare,Enchantment,32.99,"Whenever an opponent loses life, you gain that much life.",images/card_art/Exquisite_Blood/Exquisite_Blood_avr_102_4cd54279.png
the-nobles,"Drana, Liberator of Malakir",Counters,,default,Normal,0.19,Black,3,mythic,Creature,1.79,"Flying, first strike Whenever Drana deals combat damage to a player, put a +1/+1 counter on each attacking creature you control.","images/card_art/Drana,_Liberator_of_Malakir/Drana,_Liberator_of_Malakir_bfz_109_d3f6ed18.png"
the-nobles,Honeymoon Hearse,Sideboard,Artifact,default,Normal,0.5,Red,3,uncommon,Artifact,0.35,Trample Tap two untapped creatures you control: This Vehicle becomes an artifact creature until end of turn.,images/card_art/Honeymoon_Hearse/Honeymoon_Hearse_vow_160_04e491a1.png
the-nobles,Rakdos Guildgate,Land,,default,Normal,0.05,,0,common,Land,0.35,This land enters tapped. {T}: Add {B} or {R}.,images/card_art/Rakdos_Guildgate/Rakdos_Guildgate_c13_314_e7c71a39.png
the-nobles,Maze's End,Land,,default,Foil,0.55,,0,mythic,Land,1.99,"This land enters tapped. {T}: Add {C}. {3}, {T}, Return this land to its owner's hand: Search your library for a Gate card, put it onto the battlefield, then shuffle. If you control ten or more Gates with different names, you win the game.",images/card_art/Maze's_End/Maze's_End_fdn_727_ea9a4d1a.png
the-nobles,Boros Guildgate,Land,,default,Normal,0.12,,0,common,Land,0.35,This land enters tapped. {T}: Add {R} or {W}.,images/card_art/Boros_Guildgate/Boros_Guildgate_fdn_684_3e3c74ea.png
the-nobles,Orzhov Guildgate,Land,,default,Normal,0.04,,0,common,Land,0.39,This land enters tapped. {T}: Add {W} or {B}.,images/card_art/Orzhov_Guildgate/Orzhov_Guildgate_clu_242_e59ddc7f.png
the-nobles,Castle Locthwain,Land,,default,Normal,0.1,,0,rare,Land,5.99,"This land enters tapped unless you control a Swamp. {T}: Add {B}. {1}{B}{B}, {T}: Draw a card, then you lose life equal to the number of cards in your hand.",images/card_art/Castle_Locthwain/Castle_Locthwain_clb_884_19336e3a.png
the-nobles,The Meathook Massacre,Removal,,default,Normal,0.99,Black,2,mythic,Enchantment,32.99,"When The Meathook Massacre enters, each creature gets -X/-X until end of turn. Whenever a creature you control dies, each opponent loses 1 life. Whenever a creature an opponent controls dies, you gain 1 life.",images/card_art/The_Meathook_Massacre/The_Meathook_Massacre_inr_122_70d0540f.png
the-nobles,Luxury Suite,Land,,default,Normal,0.09,,0,rare,Land,37.99,This land enters tapped unless you have two or more opponents. {T}: Add {B} or {R}.,images/card_art/Luxury_Suite/Luxury_Suite_clb_355_6fc5fc38.png
the-nobles,Seal of the Guildpact,Ramp,,default,Normal,0.29,,5,rare,Artifact,0.69,"As this artifact enters, choose two colors. Each spell you cast costs {1} less to cast for each of the chosen colors it is.",images/card_art/Seal_of_the_Guildpact/Seal_of_the_Guildpact_c15_54_b6188abb.png
the-nobles,Heirloom Mirror // Inherited Fiend,Draw,,default,Normal,0.07,Black,2,uncommon,"Artifact,Creature",0.35,"{1}, {T}, Pay 1 life, Discard a card: Draw a card, mill a card, then put a ritual counter on this artifact. Then if it has three or more ritual counters on it, remove them and transform it. Activate only as a sorcery. // Flying {2}{B}: Exile target creature card from a graveyard. Put a +1/+1 counter on this creature.",images/card_art/Heirloom_Mirror_Inherited_Fiend/Heirloom_Mirror_Inherited_Fiend_mid_105_e6dd05f0_front.png
the-nobles,White Lotus Tile,Ramp,,default,Normal,null,,4,mythic,Artifact,6.49,"This artifact enters tapped. {T}: Add X mana of any one color, where X is the greatest number of creatures you control that have a creature type in common.",images/card_art/White_Lotus_Tile/White_Lotus_Tile_ptla_262s_d06dea02.png
the-nobles,"Urborg, Tomb of Yawgmoth",Land,,default,Normal,0.49,,0,rare,Land,64.99,Each land is a Swamp in addition to its other land types.,"images/card_art/Urborg,_Tomb_of_Yawgmoth/Urborg,_Tomb_of_Yawgmoth_plst_UMA-254_a9ca5e42.png"
the-demons,Imperial Seal,Tutor,,default,Normal,1.35,Black,1,mythic,Sorcery,179.99,"Search your library for a card, then shuffle and put that card on top. You lose 2 life.",images/card_art/Imperial_Seal/Imperial_Seal_2x2_79_e71a6bd3.png
the-demons,Vampiric Tutor,Tutor,,default,Normal,1.6,Black,1,mythic,Instant,84.99,"Search your library for a card, then shuffle and put that card on top. You lose 2 life.",images/card_art/Vampiric_Tutor/Vampiric_Tutor_cmr_156_18bd50f2.png
the-demons,Reanimate,Recursion,,default,Normal,0.79,Black,1,rare,Sorcery,11.99,Put target creature card from a graveyard onto the battlefield under your control. You lose life equal to that card's mana value.,images/card_art/Reanimate/Reanimate_dsc_155_368b6903.png
the-demons,Thoughtseize,Discard,,default,Normal,0.93,Black,1,rare,Sorcery,9.99,Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.,images/card_art/Thoughtseize/Thoughtseize_2xm_109_b281a308.png
the-demons,Entomb,Tutor,,default,Normal,0.92,Black,1,rare,Instant,15.99,"Search your library for a card, put that card into your graveyard, then shuffle.",images/card_art/Entomb/Entomb_ema_87_5dba0068.png
the-demons,Enlightened Tutor,Tutor,,default,Normal,1.15,White,1,rare,Instant,37.99,"Search your library for an artifact or enchantment card, reveal it, then shuffle and put that card on top.",images/card_art/Enlightened_Tutor/Enlightened_Tutor_ema_9_0c9ebec9.png
the-demons,Demonic Tutor,Tutor,,default,Normal,1.58,Black,2,mythic,Sorcery,74.99,"Search your library for a card, put that card into your hand, then shuffle.",images/card_art/Demonic_Tutor/Demonic_Tutor_plst_UMA-93_a7094d56.png
the-demons,Arcane Signet,Ramp,,default,Normal,0.24,,2,common,Artifact,0.99,{T}: Add one mana of any color in your commander's color identity.,images/card_art/Arcane_Signet/Arcane_Signet_blc_127_28180667.png
the-demons,"Legion's Landing // Adanto, the First Fort",Ramp,,default,Normal,0.13,White,1,rare,"Enchantment,Land",5.99,"When Legion's Landing enters, create a 1/1 white Vampire creature token with lifelink. When you attack with three or more creatures, transform Legion's Landing. // (Transforms from Legion's Landing.) {T}: Add {W}. {2}{W}, {T}: Create a 1/1 white Vampire creature token with lifelink.","images/card_art/Legion's_Landing_Adanto,_the_First_Fort/Legion's_Landing_Adanto,_the_First_Fort_plst_XLN-22_14a41e7e_front.png"
the-demons,Sol Ring,Ramp,,default,Normal,1.46,,1,uncommon,Artifact,2.49,{T}: Add {C}{C}.,images/card_art/Sol_Ring/Sol_Ring_afc_215_2c52c96d.png
the-demons,Pyre of Heroes,Tutor,,default,Normal,0.4,,2,rare,Artifact,3.99,"{2}, {T}, Sacrifice a creature: Search your library for a creature card that shares a creature type with the sacrificed creature and has mana value equal to 1 plus that creature's mana value. Put that card onto the battlefield, then shuffle. Activate only as a sorcery.",images/card_art/Pyre_of_Heroes/Pyre_of_Heroes_khm_241_ae9a8e44.png
the-demons,Victimize,Recursion,,default,Normal,0.32,Black,3,uncommon,Sorcery,1.49,"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",images/card_art/Victimize/Victimize_afc_112_1303644e.png
the-demons,Profane Procession // Tomb of the Dusk Rose,Removal,,default,Normal,0.32,"White,Black",3,rare,"Enchantment,Land",0.49,"{3}{W}{B}: Exile target creature. Then if there are three or more cards exiled with Profane Procession, transform it. // (Transforms from Profane Procession.) {T}: Add one mana of any color. {2}{W}{B}, {T}: Put a creature card exiled with this permanent onto the battlefield under your control.",images/card_art/Profane_Procession_Tomb_of_the_Dusk_Rose/Profane_Procession_Tomb_of_the_Dusk_Rose_rix_166_1d94ff37_front.png
the-demons,Anguished Unmaking,Removal,,default,Normal,0.23,"White,Black",3,rare,Instant,4.49,Exile target nonland permanent. You lose 3 life.,images/card_art/Anguished_Unmaking/Anguished_Unmaking_2x2_170_16de91dc.png
the-demons,Meathook Massacre II,Removal,,default,Normal,0.56,Black,4,mythic,Enchantment,2.79,"When Meathook Massacre II enters, each player sacrifices X creatures of their choice. Whenever a creature you control dies, you may pay 3 life. If you do, return that card under your control with a finality counter on it. Whenever a creature an opponent controls dies, they may pay 3 life. If they don't, return that card under your control with a finality counter on it.",images/card_art/Meathook_Massacre_II/Meathook_Massacre_II_dsk_108_3db59d06.png
the-demons,Indulgent Aristocrat,Sac Outlet,,default,Normal,0.17,Black,1,uncommon,Creature,0.35,"Lifelink {2}, Sacrifice a creature: Put a +1/+1 counter on each Vampire you control.",images/card_art/Indulgent_Aristocrat/Indulgent_Aristocrat_inr_118_07015524.png
the-demons,Master of Dark Rites,Ramp,,default,Normal,0.22,Black,1,rare,Creature,3.49,"{T}, Sacrifice another creature: Add {B}{B}{B}. Spend this mana only to cast Vampire, Cleric, and/or Demon spells.",images/card_art/Master_of_Dark_Rites/Master_of_Dark_Rites_lcc_83_6394a522.png
the-demons,Knight of the Ebon Legion,Counters,,default,Normal,0.14,Black,1,rare,Creature,3.49,"{2}{B}: This creature gets +3/+3 and gains deathtouch until end of turn. At the beginning of your end step, if a player lost 4 or more life this turn, put a +1/+1 counter on this creature. (Damage causes loss of life.)",images/card_art/Knight_of_the_Ebon_Legion/Knight_of_the_Ebon_Legion_m20_105_29425426.png
the-demons,Bloodghast,Recursion,,default,Normal,0.27,Black,2,rare,Creature,2.49,"This creature can't block. This creature has haste as long as an opponent has 10 or less life. Landfall — Whenever a land you control enters, you may return this card from your graveyard to the battlefield.",images/card_art/Bloodghast/Bloodghast_ha7_9_cf5fe0bc.png
the-demons,Cordial Vampire,Counters,,default,Normal,0.42,Black,2,rare,Creature,1.79,"Whenever this creature or another creature dies, put a +1/+1 counter on each Vampire you control.",images/card_art/Cordial_Vampire/Cordial_Vampire_lcc_189_0d91e61d.png
the-demons,Charismatic Conqueror,Tokens,,default,Normal,0.8,White,2,rare,Creature,18.99,"Vigilance Whenever an artifact or creature an opponent controls enters untapped, they may tap that permanent. If they don't, you create a 1/1 white Vampire creature token with lifelink.",images/card_art/Charismatic_Conqueror/Charismatic_Conqueror_lcc_70_599c934d.png
the-demons,"Sorin, Imperious Bloodlord",Ramp,,default,Normal,0.56,Black,3,mythic,Planeswalker,5.99,"+1: Target creature you control gains deathtouch and lifelink until end of turn. If it's a Vampire, put a +1/+1 counter on it. +1: You may sacrifice a Vampire. When you do, Sorin deals 3 damage to any target and you gain 3 life. −3: You may put a Vampire creature card from your hand onto the battlefield.","images/card_art/Sorin,_Imperious_Bloodlord/Sorin,_Imperious_Bloodlord_inr_133_219d3e48.png"
the-demons,"Vito, Thorn of the Dusk Rose",Drain,,default,Normal,0.95,Black,3,rare,Creature,10.99,"Whenever you gain life, target opponent loses that much life. {3}{B}{B}: Creatures you control gain lifelink until end of turn.","images/card_art/Vito,_Thorn_of_the_Dusk_Rose/Vito,_Thorn_of_the_Dusk_Rose_j22_487_9c61e0ef.png"
the-demons,Preacher of the Schism,Draw,,default,Normal,0.25,Black,3,rare,Creature,2.49,"Deathtouch Whenever this creature attacks the player with the most life or tied for most life, create a 1/1 white Vampire creature token with lifelink. Whenever this creature attacks while you have the most life or are tied for most life, you draw a card and you lose 1 life.",images/card_art/Preacher_of_the_Schism/Preacher_of_the_Schism_lci_113_89345f55.png
the-demons,Ruthless Lawbringer,Removal,,default,Normal,0.04,"White,Black",3,uncommon,Creature,0.39,"When this creature enters, you may sacrifice another creature. When you do, destroy target nonland permanent.",images/card_art/Ruthless_Lawbringer/Ruthless_Lawbringer_otj_229_927b5498.png
the-demons,Baron Bertram Graywater,Tokens,,default,Normal,0.16,"White,Black",4,uncommon,Creature,0.35,"Whenever one or more tokens you control enter, create a 1/1 black Vampire Rogue creature token with lifelink. This ability triggers only once each turn. {1}{B}, Sacrifice another creature or artifact: Draw a card.",images/card_art/Baron_Bertram_Graywater/Baron_Bertram_Graywater_otj_195_e9da18b4.png
the-demons,"Edgar, Charmed Groom // Edgar Markov's Coffin",Tokens,,default,Normal,0.15,"White,Black",4,rare,"Creature,Artifact",6.99,"Other Vampires you control get +1/+1. When Edgar dies, return it to the battlefield transformed under its owner's control. // At the beginning of your upkeep, create a 1/1 white and black Vampire creature token with lifelink and put a bloodline counter on Edgar Markov's Coffin. Then if there are three or more bloodline counters on it, remove those counters and transform it.","images/card_art/Edgar,_Charmed_Groom_Edgar_Markov's_Coffin/Edgar,_Charmed_Groom_Edgar_Markov's_Coffin_vow_236_63ba8eef_front.png"
the-demons,Twilight Prophet,Draw,,default,Normal,0.29,Black,4,mythic,Creature,2.29,"Flying Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.) At the beginning of your upkeep, if you have the city's blessing, reveal the top card of your library and put it into your hand. Each opponent loses X life and you gain X life, where X is that card's mana value.",images/card_art/Twilight_Prophet/Twilight_Prophet_cmm_193_74353dcc.png
the-demons,Bloodline Keeper // Lord of Lineage,Tokens,,default,Normal,0.28,Black,4,mythic,"Creature,Creature",7.49,Flying {T}: Create a 2/2 black Vampire creature token with flying. {B}: Transform this creature. Activate only if you control five or more Vampires. // Flying Other Vampire creatures you control get +2/+2. {T}: Create a 2/2 black Vampire creature token with flying.,images/card_art/Bloodline_Keeper_Lord_of_Lineage/Bloodline_Keeper_Lord_of_Lineage_inr_98_60658907_front.png
the-demons,Sanctum Seeker,Drain,,default,Normal,0.28,Black,4,rare,Creature,0.49,"Whenever a Vampire you control attacks, each opponent loses 1 life and you gain 1 life.",images/card_art/Sanctum_Seeker/Sanctum_Seeker_j25_485_fef94159.png
the-demons,"Elenda, the Dusk Rose",Tokens,,default,Normal,0.28,"White,Black",4,mythic,Creature,5.99,"Lifelink Whenever another creature dies, put a +1/+1 counter on Elenda. When Elenda dies, create X 1/1 white Vampire creature tokens with lifelink, where X is Elenda's power.","images/card_art/Elenda,_the_Dusk_Rose/Elenda,_the_Dusk_Rose_lcc_268_e18feca3.png"
the-demons,"Carmen, Cruel Skymarcher",Recursion,,default,Normal,0.32,"White,Black",5,mythic,Creature,9.99,"Flying Whenever a player sacrifices a permanent, put a +1/+1 counter on Carmen and you gain 1 life. Whenever Carmen attacks, return up to one target permanent card with mana value less than or equal to Carmen's power from your graveyard to the battlefield.","images/card_art/Carmen,_Cruel_Skymarcher/Carmen,_Cruel_Skymarcher_lcc_5_c0e07f8a.png"
the-demons,Queen's Bay Paladin,Recursion,,default,Normal,0.33,Black,5,rare,Creature,0.49,"Whenever this creature enters or attacks, return up to one target Vampire card from your graveyard to the battlefield with a finality counter on it. You lose life equal to its mana value. (If a creature with a finality counter on it would die, exile it instead.)",images/card_art/Queen's_Bay_Paladin/Queen's_Bay_Paladin_lci_115_d0a3339d.png
the-demons,Cavern of Souls,Land,,default,Normal,0.67,,0,mythic,Land,69.99,"As this land enters, choose a creature type. {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type, and that spell can't be countered.",images/card_art/Cavern_of_Souls/Cavern_of_Souls_plci_269p_17fc8e0f.png
the-demons,Command Tower,Land,,default,Normal,0.38,,0,common,Land,0.79,{T}: Add one mana of any color in your commander's color identity.,images/card_art/Command_Tower/Command_Tower_40k_270_7cf39d35.png
the-demons,"Anowon, the Ruin Sage",Removal,,default,Normal,0.75,Black,5,rare,Creature,3.49,"At the beginning of your upkeep, each player sacrifices a non-Vampire creature of their choice.","images/card_art/Anowon,_the_Ruin_Sage/Anowon,_the_Ruin_Sage_voc_118_b8630ae1.png"
the-demons,Butcher of Malakir,Removal,,default,Normal,1,Black,7,rare,Creature,0.79,"Flying Whenever this creature or another creature you control dies, each opponent sacrifices a creature of their choice.",images/card_art/Butcher_of_Malakir/Butcher_of_Malakir_c14_138_35055620.png
the-demons,Path of Ancestry,Land,,default,Normal,0.13,,0,common,Land,0.39,"This land enters tapped. {T}: Add one mana of any color in your commander's color identity. When that mana is spent to cast a creature spell that shares a creature type with your commander, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",images/card_art/Path_of_Ancestry/Path_of_Ancestry_afc_254_4ae7a4a1.png
the-demons,Secluded Courtyard,Land,,default,Normal,0.02,,0,uncommon,Land,0.59,"As this land enters, choose a creature type. {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type or activate an ability of a creature source of the chosen type.",images/card_art/Secluded_Courtyard/Secluded_Courtyard_ltc_330_a49a20ea.png
the-demons,Three Tree City,Land,,default,Normal,0.48,,0,rare,Land,37.99,"As Three Tree City enters, choose a creature type. {T}: Add {C}. {2}, {T}: Choose a color. Add an amount of mana of that color equal to the number of creatures you control of the chosen type.",images/card_art/Three_Tree_City/Three_Tree_City_blb_260_56f88a48.png
the-demons,Godless Shrine,Land,,default,Normal,0.13,,0,rare,Land,13.99,"({T}: Add {W} or {B}.) As this land enters, you may pay 2 life. If you don't, it enters tapped.",images/card_art/Godless_Shrine/Godless_Shrine_gtc_242_6fd672bb.png
the-demons,Marsh Flats,Land,,default,Normal,0.33,,0,rare,Land,34.99,"{T}, Pay 1 life, Sacrifice this land: Search your library for a Plains or Swamp card, put it onto the battlefield, then shuffle.",images/card_art/Marsh_Flats/Marsh_Flats_mh2_248_9db3ba6d.png
the-demons,Sunlit Marsh,Land,,default,Normal,0.11,,0,common,Land,0.35,({T}: Add {W} or {B}.) This land enters tapped.,images/card_art/Sunlit_Marsh/Sunlit_Marsh_dmu_257_f0588fbf.png
the-demons,Urza's Cave,Land,,default,Normal,0.24,,0,uncommon,Land,3.49,"{T}: Add {C}. {3}, {T}, Sacrifice this land: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",images/card_art/Urza's_Cave/Urza's_Cave_mh3_234_926916ed.png
the-demons,Shadowy Backstreet,Land,,default,Normal,0.17,,0,rare,Land,17.99,"({T}: Add {W} or {B}.) This land enters tapped. When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",images/card_art/Shadowy_Backstreet/Shadowy_Backstreet_mkm_268_69c1b656.png
the-demons,Bleachbone Verge,Land,,default,Normal,0.12,,0,rare,Land,14.99,{T}: Add {B}. {T}: Add {W}. Activate only if you control a Plains or a Swamp.,images/card_art/Bleachbone_Verge/Bleachbone_Verge_dft_250_52dcdabd.png
the-demons,Temple of Silence,Land,,default,Normal,0.03,,0,rare,Land,0.49,"This land enters tapped. When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.) {T}: Add {W} or {B}.",images/card_art/Temple_of_Silence/Temple_of_Silence_c21_325_bba526f9.png
the-demons,Caves of Koilos,Land,,default,Normal,0.12,,0,rare,Land,1.99,{T}: Add {C}. {T}: Add {W} or {B}. This land deals 1 damage to you.,images/card_art/Caves_of_Koilos/Caves_of_Koilos_9ed_320★_f17c33bd.png
the-demons,Tainted Field,Land,,default,Normal,0.01,,0,uncommon,Land,0.59,{T}: Add {C}. {T}: Add {W} or {B}. Activate only if you control a Swamp.,images/card_art/Tainted_Field/Tainted_Field_c15_311_fa018dbf.png
the-demons,Shattered Sanctum,Land,,default,Normal,0.06,,0,rare,Land,6.49,This land enters tapped unless you control two or more other lands. {T}: Add {W} or {B}.,images/card_art/Shattered_Sanctum/Shattered_Sanctum_inr_283_89bec47e.png
the-demons,Isolated Chapel,Land,,default,Normal,0.17,,0,rare,Land,1.29,This land enters tapped unless you control a Plains or a Swamp. {T}: Add {W} or {B}.,images/card_art/Isolated_Chapel/Isolated_Chapel_dmr_249_d359281b.png
the-demons,Phyrexian Tower,Land,,default,Normal,0.41,,0,mythic,Land,34.99,"{T}: Add {C}. {T}, Sacrifice a creature: Add {B}{B}.",images/card_art/Phyrexian_Tower/Phyrexian_Tower_sld_208_3097b876.png
the-demons,Concealed Courtyard,Land,,default,Normal,0.12,,0,rare,Land,2.29,This land enters tapped unless you control two or fewer other lands. {T}: Add {W} or {B}.,images/card_art/Concealed_Courtyard/Concealed_Courtyard_kld_245_c8769e97.png
the-demons,Vault of the Archangel,Land,,default,Normal,0.24,,0,rare,Land,1.79,"{T}: Add {C}. {2}{W}{B}, {T}: Creatures you control gain deathtouch and lifelink until end of turn.",images/card_art/Vault_of_the_Archangel/Vault_of_the_Archangel_clb_927_e1004cea.png
the-demons,Thespian's Stage,Land,,default,Normal,0.37,,0,rare,Land,0.99,"{T}: Add {C}. {2}, {T}: This land becomes a copy of target land, except it has this ability.",images/card_art/Thespian's_Stage/Thespian's_Stage_c19_282_954c7792.png
the-demons,Dark Ritual,Ramp,,default,Normal,0.67,Black,1,common,Instant,7.99,Add {B}{B}{B}.,images/card_art/Dark_Ritual/Dark_Ritual_a25_82_95f27eeb.png
the-demons,Nighthawk Scavenger,Lifegain,,default,Normal,0.21,Black,3,rare,Creature,0.79,"Flying, deathtouch, lifelink Nighthawk Scavenger's power is equal to 1 plus the number of card types among cards in your opponents' graveyards.",images/card_art/Nighthawk_Scavenger/Nighthawk_Scavenger_clb_763_63cf5e98.png
the-demons,Vampire of the Dire Moon,Lifegain,,default,Normal,0.12,Black,1,uncommon,Creature,1.49,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) Lifelink (Damage dealt by this creature also causes you to gain that much life.),images/card_art/Vampire_of_the_Dire_Moon/Vampire_of_the_Dire_Moon_j25_504_adc8b892.png
the-demons,Fetid Heath,Land,,default,Normal,0.09,,0,rare,Land,1.29,"{T}: Add {C}. {W/B}, {T}: Add {W}{W}, {W}{B}, or {B}{B}.",images/card_art/Fetid_Heath/Fetid_Heath_a25_238_e0547b3a.png
the-demons,Glass-Cast Heart,Tokens,,default,Normal,0.18,Black,3,rare,Artifact,0.69,"Whenever one or more Vampires you control attack, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this token: Draw a card."") {B}, {T}, Pay 1 life: Create a 1/1 white and black Vampire creature token with lifelink. {B}{B}, {T}, Sacrifice this artifact and thirteen Blood tokens: Each opponent loses 13 life and you gain 13 life.",images/card_art/Glass-Cast_Heart/Glass-Cast_Heart_lcc_199_f36a4054.png
the-demons,Whip of Erebos,Recursion,,default,Normal,0.44,Black,4,rare,"Artifact,Enchantment",8.99,"Creatures you control have lifelink. {2}{B}{B}, {T}: Return target creature card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step. If it would leave the battlefield, exile it instead of putting it anywhere else. Activate only as a sorcery.",images/card_art/Whip_of_Erebos/Whip_of_Erebos_dsc_159_b738612f.png
the-demons,Vampire Cutthroat,Lifegain,,default,Normal,0,Black,1,uncommon,Creature,1.79,Skulk (This creature can't be blocked by creatures with greater power.) Lifelink (Damage dealt by this creature also causes you to gain that much life.),images/card_art/Vampire_Cutthroat/Vampire_Cutthroat_emn_110_954d53f3.png
the-demons,"Shizo, Death's Storehouse",Land,,default,Normal,0.34,,0,rare,Land,42.99,"{T}: Add {B}. {B}, {T}: Target legendary creature gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.)","images/card_art/Shizo,_Death's_Storehouse/Shizo,_Death's_Storehouse_dmc_233_099352e2.png"
the-demons,Treacherous Greed,Draw,,default,Normal,0.29,"White,Black",3,rare,Instant,0.49,"As an additional cost to cast this spell, sacrifice a creature that dealt damage this turn. Draw three cards. Each opponent loses 3 life and you gain 3 life.",images/card_art/Treacherous_Greed/Treacherous_Greed_mkm_237_e4b9260b.png
the-demons,Fell the Profane // Fell Mire,Removal,,default,Normal,0.18,Black,4,uncommon,"Instant,Land",7.49,"Destroy target creature or planeswalker. // As this land enters, you may pay 3 life. If you don't, it enters tapped. {T}: Add {B}.",images/card_art/Fell_the_Profane_Fell_Mire/Fell_the_Profane_Fell_Mire_mh3_244_a3cb782d_front.png
the-demons,Necropolis Regent,Counters,,default,Normal,0.21,Black,6,mythic,Creature,0.99,"Flying Whenever a creature you control deals combat damage to a player, put that many +1/+1 counters on it.",images/card_art/Necropolis_Regent/Necropolis_Regent_c21_147_2b6009d3.png
the-demons,Luminous Broodmoth,Recursion,,default,Normal,0.58,White,4,mythic,Creature,1.99,"Flying Whenever a creature you control without flying dies, return it to the battlefield under its owner's control with a flying counter on it.",images/card_art/Luminous_Broodmoth/Luminous_Broodmoth_blc_144_c5a4b212.png
the-demons,Tarrian's Journal // The Tomb of Aclazotz,Draw,,default,Normal,0.13,Black,2,rare,"Artifact,Land",0.79,"{T}, Sacrifice another artifact or creature: Draw a card. Activate only as a sorcery. {2}, {T}, Discard your hand: Transform Tarrian's Journal. // (Transforms from Tarrian's Journal.) {T}: Add {B}. {T}: You may cast a creature spell from your graveyard this turn. If you do, it enters with a finality counter on it and is a Vampire in addition to its other types. (If a creature with a finality counter on it would die, exile it instead.)",images/card_art/Tarrian's_Journal_The_Tomb_of_Aclazotz/Tarrian's_Journal_The_Tomb_of_Aclazotz_lci_126_99255a66_front.png
the-demons,Bloodvial Purveyor,Tokens,,default,Normal,0.22,Black,4,rare,Creature,0.69,"Flying, trample Whenever an opponent casts a spell, that player creates a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this token: Draw a card."") Whenever this creature attacks, it gets +1/+0 until end of turn for each Blood token defending player controls.",images/card_art/Bloodvial_Purveyor/Bloodvial_Purveyor_pvow_98s_e6834849.png
the-demons,Alhammarret's Archive,Draw,,default,Normal,0.51,,5,mythic,Artifact,12.99,"If you would gain life, you gain twice that much life instead. If you would draw a card except the first one you draw in each of your draw steps, draw two cards instead.",images/card_art/Alhammarret's_Archive/Alhammarret's_Archive_c21_233_4f4187f1.png
the-demons,"Erebos, God of the Dead",Draw,,default,Normal,0.43,Black,4,mythic,"Creature,Enchantment",16.99,"Indestructible As long as your devotion to black is less than five, Erebos isn't a creature. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.) Your opponents can't gain life. {1}{B}, Pay 2 life: Draw a card.","images/card_art/Erebos,_God_of_the_Dead/Erebos,_God_of_the_Dead_sld_74_ac8bdb4c.png"
the-demons,Shadowspear,Lifegain,,default,Normal,0.75,,1,rare,Artifact,59.99,Equipped creature gets +1/+1 and has trample and lifelink. {1}: Permanents your opponents control lose hexproof and indestructible until end of turn. Equip {2},images/card_art/Shadowspear/Shadowspear_plst_THB-236_769326d4.png
the-demons,Pearl Medallion,Ramp,,default,Normal,0.23,,2,rare,Artifact,7.99,White spells you cast cost {1} less to cast.,images/card_art/Pearl_Medallion/Pearl_Medallion_cmm_401_f256e868.png
the-demons,Helm of the Host,Copy,,default,Normal,0.97,,4,rare,Artifact,10.99,"At the beginning of combat on your turn, create a token that's a copy of equipped creature, except the token isn't legendary. That token gains haste. Equip {5}",images/card_art/Helm_of_the_Host/Helm_of_the_Host_blc_276_898c66d5.png
the-demons,Dictate of Erebos,Removal,,default,Normal,1.88,Black,5,rare,Enchantment,19.99,"Flash Whenever a creature you control dies, each opponent sacrifices a creature of their choice.",images/card_art/Dictate_of_Erebos/Dictate_of_Erebos_jou_65_9f06db70.png
the-demons,Jet Medallion,Ramp,,default,Normal,0.22,,2,rare,Artifact,16.99,Black spells you cast cost {1} less to cast.,images/card_art/Jet_Medallion/Jet_Medallion_c14_243_7f85698a.png
